FILENAME,NAME,NAME_OVERRIDE,GAME,UID,LOD,PORTAL,TAG,TAG_HUMAN,IS_HUB,IS_SPHERE,MANUAL,IS_SUBAREA,IS_FIRST_OCCURRENCE,COUNT,DATA_MD5
s1-1_065-n.M.obj,Haunted Towers,,s1,65,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,8c021a40179c3d25bc61dfa83830614a
s1-1_065-n.S.obj,Haunted Towers,Haunted Towers,s1,65,1,,S,SKY,FALSE,TRUE,TRUE,FALSE,FALSE,3,00dc38f6b49809f749a1d520a78d8967
s1-1_065-n.T.obj,Haunted Towers,,s1,65,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,4cee5558afb3dfebe21eaf4e2bc6fdcd
s1-1_067-n.F.obj,Jacques,,s1,67,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,63c3b3aba0a619e8df19ffd40d1f6c19
s1-1_067-n.L.obj,Jacques,,s1,67,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,9bc9c2cc3cd9099a8219350559976e69
s1-1_067-n.M.obj,Jacques,,s1,67,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,f8580ac680b76f42ffeb5dde74948ea1
s1-1_067-n.S.obj,Jacques,Jacques,s1,67,1,,S,SKY,FALSE,TRUE,FALSE,FALSE,FALSE,3,800b0bf2b300da3edf5630a656eba971
s1-1_067-n.T.obj,Jacques,,s1,67,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,80276fe7b949f89d74c408e139d51e82
s1-1_069-n.F.obj,Icy Flight,,s1,69,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,72ff3dcd0041cfcb330378f7d315489d
s1-1_069-n.L.obj,Icy Flight,,s1,69,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,3fc6ee029da9a9e4abc12ceda5a86911
s1-1_069-n.M.obj,Icy Flight,,s1,69,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,d5730119f8aaee40dd5feacdf3748c24
s1-1_069-n.S.obj,Icy Flight,Icy Flight,s1,69,1,,S,SKY,FALSE,FALSE,TRUE,FALSE,FALSE,2,268fab921595e7a236aa8553ac4d097c
s1-1_069-n.T.obj,Icy Flight,,s1,69,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,25fb2fb21b8145e94d01bd392dcd5677
s1-1_071-n.F.obj,Gnasty's World,,s1,71,1,,F,COLORS,TRUE,,,FALSE,TRUE,1,3e37f47a3414a6e6f7466916ae312270
s1-1_071-n.L.obj,Gnasty's World,,s1,71,1,,L,LOWPOLY,TRUE,,,FALSE,TRUE,1,3ec079823bdec50648d3252e77b16943
s1-1_071-n.M.obj,Gnasty's World,,s1,71,1,,M,LIGHTSHADE,TRUE,,,FALSE,TRUE,1,27712e834730d65a9bc87034f95b3de8
s1-1_071-n.S.obj,Gnasty's World,Gnasty's World,s1,71,1,,S,SKY,TRUE,FALSE,FALSE,FALSE,TRUE,1,301cc9f22c8bb69e4588f8dd11444196
s1-1_071-n.T.obj,Gnasty's World,,s1,71,1,,T,TEXTURES,TRUE,,,FALSE,TRUE,1,e298cb34a322755ce311e54ab5171635
s1-1_071_2-n.S.obj,Gnasty's World,Twilight Harbor,s1,71,1,2,S,SKY,TRUE,FALSE,FALSE,FALSE,TRUE,3,58596373973a1efbb1ba5fe6f077e570
s1-1_071_3-n.S.obj,Gnasty's World,Gnasty Gnorc,s1,71,1,3,S,SKY,TRUE,FALSE,FALSE,FALSE,TRUE,3,c77589c2acff4cfeb78aefec7d519aa3
s1-1_071_4-n.S.obj,Gnasty's World,Gnasty's Loot,s1,71,1,4,S,SKY,TRUE,FALSE,FALSE,FALSE,TRUE,2,43da0489f8b92e97b0fa0216d6df89ad
s1-1_071_5-n.S.obj,Gnasty's World,Gnorc Cove,s1,71,1,5,S,SKY,TRUE,FALSE,FALSE,FALSE,TRUE,3,f1d63f51c3787f2e880f6d1e564aadd5
s1-1_073-n.F.obj,Gnorc Cove,,s1,73,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,d1c10686af0f9f4ca73f1518ecc25e89
s1-1_073-n.L.obj,Gnorc Cove,,s1,73,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,4486ba6ab33f4df6834b2d3fba70bde0
s1-1_073-n.M.obj,Gnorc Cove,,s1,73,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,f203dc18ad68fbfa544ba52439413356
s1-1_073-n.S.obj,Gnorc Cove,Gnorc Cove,s1,73,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,FALSE,3,f1d63f51c3787f2e880f6d1e564aadd5
s1-1_073-n.T.obj,Gnorc Cove,,s1,73,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,29fad8b330ea751689c12240edd2cef2
s1-1_075-n.F.obj,Twilight Harbor,,s1,75,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,ba26304792ec65775b0a81d9f9384a56
s1-1_075-n.L.obj,Twilight Harbor,,s1,75,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,557ebc7ff85f03116edd5d961cc91dcb
s1-1_075-n.M.obj,Twilight Harbor,,s1,75,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,e64ca1440b843f455d150e3699a50b7d
s1-1_075-n.S.obj,Twilight Harbor,Twilight Harbor,s1,75,1,,S,SKY,FALSE,FALSE,TRUE,FALSE,FALSE,3,58596373973a1efbb1ba5fe6f077e570
s1-1_075-n.T.obj,Twilight Harbor,,s1,75,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,4a358c544de19c7d59eea1f246d46295
s1-1_077-n.F.obj,Gnasty Gnorc,,s1,77,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,7349bfe73dcc1b2a41bf85da66b13fef
s1-1_077-n.L.obj,Gnasty Gnorc,,s1,77,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,2,b07ff6b901537fddca6765e61a7e11a5
s1-1_077-n.M.obj,Gnasty Gnorc,,s1,77,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,18873a94039ca7f0f8ba8e881a539247
s1-1_077-n.S.obj,Gnasty Gnorc,Gnasty Gnorc,s1,77,1,,S,SKY,FALSE,TRUE,FALSE,FALSE,FALSE,3,c77589c2acff4cfeb78aefec7d519aa3
s1-1_077-n.T.obj,Gnasty Gnorc,,s1,77,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,ab4a5fac7d779b3c12e88d9890b910a9
s1-1_079-n.F.obj,Gnasty's Loot,,s1,79,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,885bc7eb9e77ff9f34d09fc356c7ea33
s1-1_079-n.L.obj,Gnasty's Loot,,s1,79,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,aa121093bf64710b13f2a86fe00e0310
s1-1_079-n.M.obj,Gnasty's Loot,,s1,79,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,f5b8d10848928dfb83e9658898cc1627
s1-1_079-n.S.obj,Gnasty's Loot,Gnasty's Loot,s1,79,1,,S,SKY,FALSE,FALSE,TRUE,FALSE,FALSE,2,43da0489f8b92e97b0fa0216d6df89ad
s1-1_079-n.T.obj,Gnasty's Loot,,s1,79,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,b34065f4b0613a7da1731fb4ab01017c
s1-2_004-n.F.obj,Main Menu,,s1,4,2,,F,COLORS,FALSE,,,FALSE,TRUE,1,0b089a7638ddb862042cf74b9956851e
s1-2_004-n.L.obj,Main Menu,,s1,4,2,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,7b0c2c00c05445eeb3d7cfacb23ec027
s1-2_004-n.M.obj,Main Menu,,s1,4,2,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,c6f81222bc6b8c6ff3963595dc49f615
s1-2_004-n.S.obj,Main Menu,Main Menu,s1,4,2,,S,SKY,FALSE,FALSE,FALSE,FALSE,TRUE,1,b5c1728ff597b7fdece6abd24f38596a
s1-2_004-n.T.obj,Main Menu,,s1,4,2,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,edab04570eac3db3e01b6150aa29caf9
s1-2_005-n.F.obj,,,s1,5,2,,F,COLORS,,,,FALSE,TRUE,1,81c5458b51268281fb138e3419020f1c
s1-2_005-n.L.obj,,,s1,5,2,,L,LOWPOLY,,,,FALSE,TRUE,1,bc3085487f800a3020cbea65a69838ff
s1-2_005-n.M.obj,,,s1,5,2,,M,LIGHTSHADE,,,,FALSE,TRUE,1,279d71d5bdfc114aef1894ff86d3b678
s1-2_005-n.S.obj,,,s1,5,2,,S,SKY,,,,FALSE,TRUE,1,1b289cd21b1ee5301975faa831586023
s1-2_005-n.T.obj,,,s1,5,2,,T,TEXTURES,,,,FALSE,TRUE,1,e7cf66cc795965e4e7a581f7fd9b6a8e
s1-2_006-n.F.obj,,,s1,6,2,,F,COLORS,,,,FALSE,TRUE,1,101046c7612d9d2d5dbdb2d1590e7c70
s1-2_006-n.L.obj,,,s1,6,2,,L,LOWPOLY,,,,FALSE,TRUE,1,480dccfea540e01190a1546bc699a6e4
s1-2_006-n.M.obj,,,s1,6,2,,M,LIGHTSHADE,,,,FALSE,TRUE,1,674f1e1007e30d562f4a09fdccedf987
s1-2_006-n.S.obj,,,s1,6,2,,S,SKY,,,,FALSE,TRUE,1,7be3fa7be4021173254aeac0b5502b11
s1-2_006-n.T.obj,,,s1,6,2,,T,TEXTURES,,,,FALSE,TRUE,1,fb9e81c40ce027b91e11997eb4ee6180
s1-2_007-n.F.obj,,,s1,7,2,,F,COLORS,,,,FALSE,TRUE,1,01458f7dbd2b9469da24faf40de85920
s1-2_007-n.L.obj,,,s1,7,2,,L,LOWPOLY,,,,FALSE,TRUE,1,31dd4d78a0fe17b1c91aa15e4847d860
s1-2_007-n.M.obj,,,s1,7,2,,M,LIGHTSHADE,,,,FALSE,TRUE,1,73bbb94f2608cf009e86cafe68b58dbd
s1-2_007-n.S.obj,,,s1,7,2,,S,SKY,,,,FALSE,TRUE,1,c2d1fd32e1bc269714dfc22460ed888e
s1-2_007-n.T.obj,,,s1,7,2,,T,TEXTURES,,,,FALSE,TRUE,1,df13a5b7570b5d95515eb858d2e8cbe1
s1-3_083-n.F.obj,,,s1,83,3,,F,COLORS,,,,FALSE,TRUE,1,4a295d21dddb6754e4e235637f4d08d6
s1-3_083-n.L.obj,,,s1,83,3,,L,LOWPOLY,,,,FALSE,TRUE,1,854dd0b4fd37b5bcc853dc44147b02e3
s1-3_083-n.M.obj,,,s1,83,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,fbf9026a8051af6b17eb5e43a24406c1
s1-3_083-n.S.obj,,Artisans,s1,83,3,,S,SKY,,,,FALSE,FALSE,2,b49f2d247ebdd09024033bece1446211
s1-3_083-n.T.obj,,,s1,83,3,,T,TEXTURES,,,,FALSE,TRUE,1,0cb6c0ed6a3394609aa0dd43a2c22609
s1-3_084-n.F.obj,,,s1,84,3,,F,COLORS,,,,FALSE,TRUE,1,f0b74f452762efec7fd4895891e32c75
s1-3_084-n.L.obj,,,s1,84,3,,L,LOWPOLY,,,,FALSE,TRUE,1,7f9cdb1dba75462d62d482de79b7d2fa
s1-3_084-n.M.obj,,,s1,84,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,6dc9f3b8ec20189d3fed067717a4ba3b
s1-3_084-n.S.obj,,Stone Hill,s1,84,3,,S,SKY,,,,FALSE,FALSE,3,cab7f45748369b609136efe39d3ab773
s1-3_084-n.T.obj,,,s1,84,3,,T,TEXTURES,,,,FALSE,TRUE,1,4cfe3bcf18f26744d25df3cb03291901
s1-3_085-n.F.obj,,,s1,85,3,,F,COLORS,,,,FALSE,TRUE,1,ce4e8ad0939ff3882db982397426a9c8
s1-3_085-n.L.obj,,,s1,85,3,,L,LOWPOLY,,,,FALSE,FALSE,2,4cf745ebc008aa39ebf44fe42c16dd8a
s1-3_085-n.M.obj,,,s1,85,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,7d3d491a48754d253cec25c92ba9709d
s1-3_085-n.S.obj,,Town Square,s1,85,3,,S,SKY,,,,FALSE,FALSE,3,1909bba3146c2a9deabd776ee6c21bd0
s1-3_085-n.T.obj,,,s1,85,3,,T,TEXTURES,,,,FALSE,TRUE,1,a4db58e23ce25858982e1360f4d1b114
s1-3_086-n.F.obj,,,s1,86,3,,F,COLORS,,,,FALSE,TRUE,1,3b7d1447c841984fae558e554023ca12
s1-3_086-n.L.obj,,,s1,86,3,,L,LOWPOLY,,,,FALSE,TRUE,1,21dd8f84b54fc3f03e0df57cbff2c540
s1-3_086-n.M.obj,,,s1,86,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,fc4340d2b16eae482d0222b21176aa2e
s1-3_086-n.S.obj,,Peace Keepers,s1,86,3,,S,SKY,,,,FALSE,FALSE,2,677821af99c040a6d2b51e2b732fd314
s1-3_086-n.T.obj,,,s1,86,3,,T,TEXTURES,,,,FALSE,TRUE,1,3eae83768f43f8ceb9aa923d8d7707ad
s1-3_087-n.F.obj,,,s1,87,3,,F,COLORS,,,,FALSE,TRUE,1,0a07e8070faffdbd5efa84862e9bf40d
s1-3_087-n.L.obj,,,s1,87,3,,L,LOWPOLY,,,,FALSE,TRUE,1,8362ce9b8c9525011e65d554a3deb44a
s1-3_087-n.M.obj,,,s1,87,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,9975c71c0b02ae2306a48406bb59999a
s1-3_087-n.S.obj,,Cliff Town,s1,87,3,,S,SKY,,,,FALSE,FALSE,3,bdb86ee302966b41dd02b1a8e24eddfd
s1-3_087-n.T.obj,,,s1,87,3,,T,TEXTURES,,,,FALSE,TRUE,1,baf914c159bc51f2585173cd10a8345d
s1-3_088-n.F.obj,,,s1,88,3,,F,COLORS,,,,FALSE,TRUE,1,18effbb8bbf138a16b73b13b213dd026
s1-3_088-n.L.obj,,,s1,88,3,,L,LOWPOLY,,,,FALSE,TRUE,1,47266f98e10d461bd63f52f64b1bc7ab
s1-3_088-n.M.obj,,,s1,88,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,3ed771b98b4f570ebfc1d5f3a6b6fb03
s1-3_088-n.S.obj,,Doctor Shemp,s1,88,3,,S,SKY,,,,FALSE,FALSE,3,ab0f2cd34a0f6cc74a7d2f444c9bf58a
s1-3_088-n.T.obj,,,s1,88,3,,T,TEXTURES,,,,FALSE,TRUE,1,151227b10d75375f7a41b7314a6d3e1d
s1-3_089-n.F.obj,,,s1,89,3,,F,COLORS,,,,FALSE,TRUE,1,c3aeb0912cb361d7b1220c11d0e6f8a8
s1-3_089-n.L.obj,,,s1,89,3,,L,LOWPOLY,,,,FALSE,TRUE,1,5fe35bc4105721cfcf460715eb7ebfda
s1-3_089-n.M.obj,,,s1,89,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,4306d306c0714eab2f35c01cb9d29b90
s1-3_089-n.S.obj,,Magic Crafters,s1,89,3,,S,SKY,,,,FALSE,FALSE,2,fa45734e28aca9cc7fb541c552c11771
s1-3_089-n.T.obj,,,s1,89,3,,T,TEXTURES,,,,FALSE,TRUE,1,a5a8732628bd854a09b677879f79662e
s1-3_090-n.F.obj,,,s1,90,3,,F,COLORS,,,,FALSE,TRUE,1,eca46b1cea37f1899c81d57e8c93bd3c
s1-3_090-n.L.obj,,,s1,90,3,,L,LOWPOLY,,,,FALSE,TRUE,1,39382f4e81e203406af4dc475a8cf16a
s1-3_090-n.M.obj,,,s1,90,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,3cb52a9c5dd94872e44b7729812edde9
s1-3_090-n.S.obj,,High Caves,s1,90,3,,S,SKY,,,,FALSE,FALSE,3,d29438d339da067f2faaa34ce1f67718
s1-3_090-n.T.obj,,,s1,90,3,,T,TEXTURES,,,,FALSE,TRUE,1,06b7a6795344c16095f2778bbbcc8d6a
s1-3_091-n.F.obj,,,s1,91,3,,F,COLORS,,,,FALSE,TRUE,1,d32d2c58eb6879298955f08e1e16d062
s1-3_091-n.L.obj,,,s1,91,3,,L,LOWPOLY,,,,FALSE,TRUE,1,0757fcbf851fb9e0ce999fcb211c37e5
s1-3_091-n.M.obj,,,s1,91,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,48f732fc93bfbfc9574257bfe3e5b097
s1-3_091-n.S.obj,,Wizard Peak,s1,91,3,,S,SKY,,,,FALSE,FALSE,3,242ff835c5382d6400848bfa44fc0860
s1-3_091-n.T.obj,,,s1,91,3,,T,TEXTURES,,,,FALSE,TRUE,1,2fafc893efcfd5b4e1a1b60a00bb17e4
s1-3_092-n.F.obj,,,s1,92,3,,F,COLORS,,,,FALSE,FALSE,2,beb8ec0a705863e881aad0d31f6d4023
s1-3_092-n.L.obj,,,s1,92,3,,L,LOWPOLY,,,,FALSE,FALSE,2,12c1ebd724442c31645befb23be258df
s1-3_092-n.M.obj,,,s1,92,3,,M,LIGHTSHADE,,,,FALSE,FALSE,2,7cb5c7d4f37c892a3434d07e5270d49b
s1-3_092-n.S.obj,,Toasty,s1,92,3,,S,SKY,,,,FALSE,FALSE,3,b0e059db50e5bcc94d3d54d9fc37481a
s1-3_092-n.T.obj,,,s1,92,3,,T,TEXTURES,,,,FALSE,TRUE,1,9a83dce0ad04560248fba2404053b9a7
s1-3_093-n.F.obj,,,s1,93,3,,F,COLORS,,,,FALSE,TRUE,1,b6ef70a73bb69e9df7b91e48a7e05880
s1-3_093-n.L.obj,,,s1,93,3,,L,LOWPOLY,,,,FALSE,TRUE,1,cb5ced2cd526604041029c9ef19d626e
s1-3_093-n.M.obj,,,s1,93,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,25c20f30ec3e5be830cbc3aac8fa402b
s1-3_093-n.S.obj,,Terrace Village,s1,93,3,,S,SKY,,,,FALSE,FALSE,3,f2e5199c8fd96317839a49d1b845d5b4
s1-3_093-n.T.obj,,,s1,93,3,,T,TEXTURES,,,,FALSE,TRUE,1,b38a659bbe93dd192fb39f45e3625d3e
s1-3_094-n.F.obj,,,s1,94,3,,F,COLORS,,,,FALSE,TRUE,1,8bf90c940bab01e503e0fbc776deedb2
s1-3_094-n.L.obj,,,s1,94,3,,L,LOWPOLY,,,,FALSE,TRUE,1,30575fcaaba482b15ae4e0f7bdcd387e
s1-3_094-n.M.obj,,,s1,94,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,582df6e3d9c760d1f803d1b0994d24cd
s1-3_094-n.S.obj,,Metalhead,s1,94,3,,S,SKY,,,,FALSE,FALSE,3,ec064253105ce8fdd6b12cf9e29f7c38
s1-3_094-n.T.obj,,,s1,94,3,,T,TEXTURES,,,,FALSE,TRUE,1,16939f8783aec864e8d86f439ffa4c0e
s1-3_095-n.F.obj,,,s1,95,3,,F,COLORS,,,,FALSE,TRUE,1,7c69607c6c2ec000b7300581ba717af7
s1-3_095-n.L.obj,,,s1,95,3,,L,LOWPOLY,,,,FALSE,TRUE,1,c62ee279b8daac3956878da838f5e85b
s1-3_095-n.M.obj,,,s1,95,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,a0448c2f4b29dcef75239275bad5e0af
s1-3_095-n.S.obj,,Dark Passage,s1,95,3,,S,SKY,,,,FALSE,FALSE,3,668790319cf175e0739d020b4aade541
s1-3_095-n.T.obj,,,s1,95,3,,T,TEXTURES,,,,FALSE,TRUE,1,412cfd47120713a9ebb572ecc8386e2c
s1-3_096-n.F.obj,,,s1,96,3,,F,COLORS,,,,FALSE,TRUE,1,b9d35bcba9c558170ea011b0f5b4957e
s1-3_096-n.L.obj,,,s1,96,3,,L,LOWPOLY,,,,FALSE,TRUE,1,add6a4337af1dee1cb2c464ac6700b49
s1-3_096-n.M.obj,,,s1,96,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,a83d6b5119afd03dc21bd0279dcaf697
s1-3_096-n.S.obj,,Haunted Towers,s1,96,3,,S,SKY,,,,FALSE,FALSE,3,00dc38f6b49809f749a1d520a78d8967
s1-3_096-n.T.obj,,,s1,96,3,,T,TEXTURES,,,,FALSE,TRUE,1,cc4f04721eb7a33fc68d8da9f47f2fef
s1-3_097-n.F.obj,,,s1,97,3,,F,COLORS,,,,FALSE,TRUE,1,19d88657bb6cd4382f6d12e111ab20fd
s1-3_097-n.L.obj,,,s1,97,3,,L,LOWPOLY,,,,FALSE,TRUE,1,6ad1ac3c25b0ff1b6cf24eb4577573f9
s1-3_097-n.M.obj,,,s1,97,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,a9be906872091f9417ee9d367df3c294
s1-3_097-n.S.obj,,Wild Flight,s1,97,3,,S,SKY,,,,FALSE,FALSE,3,52ba6bcf060a569e47e737913a0eaea8
s1-3_097-n.T.obj,,,s1,97,3,,T,TEXTURES,,,,FALSE,TRUE,1,c1e312aa613c70b11e27a0ebf690b97e
s1-3_098-n.F.obj,,,s1,98,3,,F,COLORS,,,,FALSE,TRUE,1,dcd825b9d07ffb6ce1d9f63b1a2ca84e
s1-3_098-n.L.obj,,,s1,98,3,,L,LOWPOLY,,,,FALSE,TRUE,1,2d5ed5711dd999fb472d70975c44ad1e
s1-3_098-n.M.obj,,,s1,98,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,4e1929522fdcf2f13e61dbc3b553fa2c
s1-3_098-n.S.obj,,Gnorc Cove,s1,98,3,,S,SKY,,,,FALSE,FALSE,3,f1d63f51c3787f2e880f6d1e564aadd5
s1-3_098-n.T.obj,,,s1,98,3,,T,TEXTURES,,,,FALSE,TRUE,1,a3986de2a41e2dfe3ba7106a2a2f838d
s1-3_099-n.F.obj,,,s1,99,3,,F,COLORS,,,,FALSE,TRUE,1,53cba2038b75c17f537ef0364bcb7f3c
s1-3_099-n.L.obj,,,s1,99,3,,L,LOWPOLY,,,,FALSE,TRUE,1,f0927859e3a68a4d50decbfa4f228003
s1-3_099-n.M.obj,,,s1,99,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,71a9184dd7aa4d9c3bbf5769a23e7333
s1-3_099-n.S.obj,,,s1,99,3,,S,SKY,,,,FALSE,TRUE,1,1f17047933568992700318151725eaa7
s1-3_099-n.T.obj,,,s1,99,3,,T,TEXTURES,,,,FALSE,TRUE,1,1d5c75d0c544fb25af8b06c942a425f4
s1-3_100-n.F.obj,,,s1,100,3,,F,COLORS,,,,FALSE,TRUE,1,1b01a72f36bd67deee469e1faf0e1c1c
s1-3_100-n.L.obj,,,s1,100,3,,L,LOWPOLY,,,,FALSE,FALSE,2,b07ff6b901537fddca6765e61a7e11a5
s1-3_100-n.M.obj,,,s1,100,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,77dedacf04bb666c0c9af162873c22e1
s1-3_100-n.S.obj,,Gnasty Gnorc,s1,100,3,,S,SKY,,,,FALSE,FALSE,3,c77589c2acff4cfeb78aefec7d519aa3
s1-3_100-n.T.obj,,,s1,100,3,,T,TEXTURES,,,,FALSE,TRUE,1,9848476df54cb95da51cc279db54cc30
s1-3_101-n.F.obj,,,s1,101,3,,F,COLORS,,,,FALSE,TRUE,1,05213b0be5cb908329129194f60c9b00
s1-3_101-n.L.obj,,,s1,101,3,,L,LOWPOLY,,,,FALSE,TRUE,1,da0ef4b77d2dc63f5aff0166ac282527
s1-3_101-n.M.obj,,,s1,101,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,3619a792aaa23d303c1015afb7eebb90
s1-3_101-n.S.obj,,Twilight Harbor,s1,101,3,,S,SKY,,,,FALSE,FALSE,3,58596373973a1efbb1ba5fe6f077e570
s1-3_101-n.T.obj,,,s1,101,3,,T,TEXTURES,,,,FALSE,TRUE,1,a3b7e2c44560b62498fc1ae75bc4f17a
s1-3_102-n.F.obj,,,s1,102,3,,F,COLORS,,,,FALSE,TRUE,1,0b69592b2cac0e6d015e09b1bf8be16f
s1-3_102-n.L.obj,,,s1,102,3,,L,LOWPOLY,,,,FALSE,TRUE,1,e76ace74151d245681c5f92d322a8486
s1-3_102-n.M.obj,,,s1,102,3,,M,LIGHTSHADE,,,,FALSE,TRUE,1,0b16825224c2f322924b84c5bf3bcb6e
s1-3_102-n.S.obj,,Jacques,s1,102,3,,S,SKY,,,,FALSE,FALSE,3,800b0bf2b300da3edf5630a656eba971
s1-3_102-n.T.obj,,,s1,102,3,,T,TEXTURES,,,,FALSE,TRUE,1,58c31300adcaa11b86736b7e824bd87b
s2-1_016-n.F.obj,Summer Forest,,s2,16,1,,F,COLORS,TRUE,,,FALSE,TRUE,1,7ee3e1638a27b0eba70bcee19ca48724
s2-1_016-n.L.obj,Summer Forest,,s2,16,1,,L,LOWPOLY,TRUE,,,FALSE,TRUE,1,8c0ade392c17abfd7d2f3ba17c9b20ed
s2-1_016-n.M.obj,Summer Forest,,s2,16,1,,M,LIGHTSHADE,TRUE,,,FALSE,TRUE,1,39956b17c622185158b600a5797920a4
s2-1_016-n.MW.obj,Summer Forest,,s2,16,1,,MW,LIGHTSHADE_WATER,TRUE,,,FALSE,TRUE,1,3ff02d6adf928d157893200bf1a8104e
s2-1_016-n.S.obj,Summer Forest,Summer Forest,s2,16,1,,S,SKY,TRUE,FALSE,FALSE,FALSE,TRUE,4,b28799027968700e23efd200d6587120
s2-1_016-n.T.obj,Summer Forest,,s2,16,1,,T,TEXTURES,TRUE,,,FALSE,TRUE,1,c7bf52de8234d289d35d5fbac4a12887
s2-1_016-n.TW.obj,Summer Forest,,s2,16,1,,TW,TEXTURES_WATER,TRUE,,,FALSE,TRUE,1,a62658e2edd91564b3db8b1d39b60c45
s2-1_018-n.F.obj,Glimmer,,s2,18,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,6e7f03ab4a7c6ba2e5a94cb3f1e9c4cf
s2-1_018-n.L.obj,Glimmer,,s2,18,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,df78c3275c100e27fba663c8ea88d2db
s2-1_018-n.M.obj,Glimmer,,s2,18,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,7ca2844ee527280538c4e3166dfc4929
s2-1_018-n.MW.obj,Glimmer,,s2,18,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,8ace9dda242a4492846ccee89edd7fb0
s2-1_018-n.S.obj,Glimmer,Glimmer,s2,18,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,TRUE,3,49047ecd62f5351e04f60526b9cf4345
s2-1_018-n.T.obj,Glimmer,,s2,18,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,e2435d106b67223bf2903684535744eb
s2-1_018-n.TW.obj,Glimmer,,s2,18,1,,TW,TEXTURES_WATER,FALSE,,,FALSE,TRUE,1,91c3da29eaa48af9a191a111850a8d36
s2-1_020-n.F.obj,Idol Springs,,s2,20,1,,F,COLORS,FALSE,,,FALSE,TRUE,1,a87bc62b59fdcb4093bf41f6456e1e0f
s2-1_020-n.L.obj,Idol Springs,,s2,20,1,,L,LOWPOLY,FALSE,,,FALSE,TRUE,1,f36d0c11e9732b2f6dbdbf6010e61b49
s2-1_020-n.M.obj,Idol Springs,,s2,20,1,,M,LIGHTSHADE,FALSE,,,FALSE,TRUE,1,3a990964a0b7b5724352f0db85cbed27
s2-1_020-n.MW.obj,Idol Springs,,s2,20,1,,MW,LIGHTSHADE_WATER,FALSE,,,FALSE,TRUE,1,5debd88417c63180840797a677924c26
s2-1_020-n.S.obj,Idol Springs,Idol Springs,s2,20,1,,S,SKY,FALSE,FALSE,FALSE,FALSE,TRUE,1,0642ce0543368942d91eee8d02a791a4
s2-1_020-n.T.obj,Idol Springs,,s2,20,1,,T,TEXTURES,FALSE,,,FALSE,TRUE,1,792b9253cff1544b6e6bea6bf225d481
